"First Name","Last Name","Nickname","Record","Wins","Losses","Draws","Height","Weight","Reach","Stance","SLpM","Str. Acc","SApM","Str. Def","TD Avg","TD Acc","TD Def","Sub. Avg","URL"
"Frank","Mir",NA,"18-11-0",18,11,0,75,264,79,"Southpaw",2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,"http://fightmetric.com/fighter-details/1ff9589f9065a9ed"
"Stipe","Miocic",NA,"16-2-0",16,2,0,76,240,80,"Orthodox",5.03,0.5,3.26,0.62,2.14,0.35,0.72,0,"http://fightmetric.com/fighter-details/d28dee5c705991df"
"Ikuhisa","Minowa","Minowaman","51-32-8",51,32,8,69,181,NA,"Orthodox",0.88,0.4,1.66,0.49,1.82,0.41,0.05,1.9,"http://fightmetric.com/fighter-details/ce6065baef021cf3"
"Mike","Minniger",NA,"0-0-0",0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/c8aa3541bec4042e"
"Vitaly","Minakov",NA,"14-0-0",14,0,0,74,249,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/56c975c4a2b357a5"
"Alberto","Mina","Soldier of God","13-0-0",13,0,0,72,170,77,"Orthodox",4.65,0.46,4.34,0.44,2.35,0.21,0.5,0,"http://fightmetric.com/fighter-details/4b1d46a1b5c0fd11"
"Adam","Milstead","The Prototype","8-1-0",8,1,0,75,240,76,"Orthodox",3.93,0.5,4.27,0.51,0,0,0.52,0,"http://fightmetric.com/fighter-details/72ffecf712673af1"
"Che","Mills","Beautiful","15-5-0",15,5,0,73,170,76,"Orthodox",2.08,0.52,2.87,0.43,1.18,0.66,0.58,0,"http://fightmetric.com/fighter-details/6cadfd8f1d9e7685"
"Eddy","Millis",NA,"0-2-0",0,2,0,73,185,NA,NA,0,0,3.36,0.22,0,0,0,7.2,"http://fightmetric.com/fighter-details/f2c934689243fe4e"
"Aaron","Miller","Blood Spiller","14-10-0",14,10,0,69,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a4d055f1435d6d75"
"Micah","Miller","Maverick","17-4-0",17,4,0,72,145,NA,"Orthodox",1.33,0.33,2.15,0.54,0.98,0.37,0.21,2,"http://fightmetric.com/fighter-details/3ff0d0dc7a14bb50"
"Henry","Miller","Sentoryu","6-13-0",6,13,0,67,270,NA,"Southpaw",1.25,0.36,2.16,0.54,0.55,0.25,0.6,0,"http://fightmetric.com/fighter-details/45a2ba3ef82b9700"
"Cole","Miller","Magrinho","21-11-0",21,11,0,73,145,74,"Orthodox",3,0.33,3.88,0.59,0.6,0.36,0.38,1.8,"http://fightmetric.com/fighter-details/282fa667ff9c51ed"
"Jim","Miller",NA,"28-9-0",28,9,0,68,155,71,"Southpaw",2.75,0.39,2.64,0.62,1.7,0.42,0.48,2.1,"http://fightmetric.com/fighter-details/d1941565abf50b16"
"Dan","Miller",NA,"14-8-0",14,8,0,73,185,74,"Orthodox",2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,"http://fightmetric.com/fighter-details/d0c29452d3272603"
"Jason","Miller","Mayhem","34-10-0",34,10,0,73,185,72,"Orthodox",1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,"http://fightmetric.com/fighter-details/b2f88c04c4dd43ce"
"Phillip","Miller",NA,"16-0-0",16,0,0,71,185,NA,"Orthodox",1.61,0.54,1.93,0.5,3.62,0.25,1,0.6,"http://fightmetric.com/fighter-details/18aecaf50f52e4c3"
"Curtis","Millender","Curtious","8-2-0",8,2,0,74,170,NA,NA,3.66,0.39,2.8,0.6,1.17,1,0.75,0,"http://fightmetric.com/fighter-details/f1928a52590c5532"
"Pat","Miletich","The Croatian Sensation","29-7-2",29,7,2,70,170,NA,"Orthodox",1.79,0.45,1.66,0.63,1.96,1,0.54,1,"http://fightmetric.com/fighter-details/cedfdf8d423d500c"
"Billy","Miles","The Kid","2-2-0",2,2,0,70,170,NA,"Orthodox",0,0,1.25,0.33,0,0,0,0,"http://fightmetric.com/fighter-details/3c48019bc387b80c"
"Bojan","Mihajlovic",NA,"10-5-0",10,5,0,71,205,73,"Orthodox",1.83,0.41,3.59,0.57,0,0,1,0,"http://fightmetric.com/fighter-details/d6285cba1d1052e0"
"Gabriel","Miglioli","Biel","9-8-0",9,8,0,68,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/a6fa5dd90528e9f7"
"Chris","Mierzwiak",NA,"3-1-0",3,1,0,73,185,NA,NA,1.6,0.61,1.73,0.48,2,0.28,0,1,"http://fightmetric.com/fighter-details/2b284840ca89876a"
"Keith","Mielke",NA,"0-5-0",0,5,0,68,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/f62850b3c7480db9"
"Kristof","Midoux","The Hurricane","6-10-0",6,10,0,73,220,NA,"Orthodox",0.7,0.43,2.89,0.49,0,0,0,0,"http://fightmetric.com/fighter-details/5b5b9c6f6f270369"
"Zachary","Micklewright",NA,"11-3-0",11,3,0,72,155,74,"Southpaw",5.56,0.53,4.72,0.54,0.7,0.12,1,0,"http://fightmetric.com/fighter-details/a36a14985a57a1c6"
"Chris","Mickle",NA,"28-16-2",28,16,2,69,145,NA,"Orthodox",3.03,0.27,9.7,0.48,0,0,0,0,"http://fightmetric.com/fighter-details/f903967fd320da38"
"David","Michaud","BullDawg","8-2-0",8,2,0,69,155,72,"Orthodox",3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,"http://fightmetric.com/fighter-details/49f4b511932f71e9"
"Brandon","Michaels",NA,"1-4-0",1,4,0,69,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/f5e4ce11afbdfb61"
"Guy","Mezger",NA,"30-14-2",30,14,2,73,200,NA,"Orthodox",2.3,0.32,1.36,0.72,0.39,0.5,0.88,0,"http://fightmetric.com/fighter-details/946f341df6472ee0"
"Yaotzin","Meza",NA,"21-11-0",21,11,0,69,145,74,"Orthodox",1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,"http://fightmetric.com/fighter-details/3623bd267a2eef2e"
"Jonathan","Meunier","The French Spider","8-1-0",8,1,0,75,170,75,"Switch",3.47,0.5,1.43,0.69,0.58,0.33,0.58,0,"http://fightmetric.com/fighter-details/5823ceab56741617"
"Jeremiah","Metcalf",NA,"13-7-0",13,7,0,73,185,NA,"Orthodox",1.74,0.59,0.27,0.6,4.02,0.66,1,2,"http://fightmetric.com/fighter-details/5bdcbd8dd681a257"
"Joe","Merritt","Joey Slash","6-1-0",6,1,0,72,170,73,"Orthodox",1.53,0.58,0.73,0.66,0,0,0.68,0,"http://fightmetric.com/fighter-details/e82d5f54daa85a7e"
"Adam","Meredith",NA,"3-1-0",3,1,0,74,170,NA,NA,2.63,0.5,2.11,0.55,7.89,1,1,7.9,"http://fightmetric.com/fighter-details/c1135a6892e916db"
"Buck","Meredith",NA,"3-3-0",3,3,0,74,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/36120738148f203f"
"Steve","Mensing","The Machine","7-11-2",7,11,2,71,185,NA,"Orthodox",0,0,9.51,0.42,0,0,0,0,"http://fightmetric.com/fighter-details/3bc27ec15facbcf3"
"Dave","Menne","The Warrior","44-16-2",44,16,2,70,170,NA,"Orthodox",1.84,0.44,1.99,0.42,0.46,0.5,0.57,2.5,"http://fightmetric.com/fighter-details/275cafc9de131c83"
"Ivan","Menjivar","The Pride of El Salvador","25-12-0",25,12,0,66,145,64,"Orthodox",2.78,0.37,2.76,0.65,0.56,0.28,0.38,1,"http://fightmetric.com/fighter-details/5755960ebd0b16f6"
"Alonzo","Menifield",NA,"1-0-0",1,0,0,73,205,NA,NA,14.21,0.75,0,1,0,0,1,0,"http://fightmetric.com/fighter-details/a495f599e787614f"
"Luis","Mendoza",NA,"0-1-0",0,1,0,NA,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/28200bc87367614f"
"Eddie","Mendez",NA,"7-2-1",7,2,1,70,185,76,NA,1.71,0.33,3.43,0.11,0,0,0,0,"http://fightmetric.com/fighter-details/49e49b54e5901d0d"
"Augusto","Mendes","Tanquinho","6-1-0",6,1,0,66,135,65,"Orthodox",2.75,0.36,2.64,0.65,3.11,0.44,1,0,"http://fightmetric.com/fighter-details/3d5b1ce6097dbb49"
"Chad","Mendes","Money","17-4-0",17,4,0,66,145,66,"Orthodox",2.7,0.49,2.16,0.68,4.16,0.54,1,0.3,"http://fightmetric.com/fighter-details/b5b684eac99ae0a3"
"Antonio","Mendes","Samurai","17-10-0",17,10,0,75,205,77,"Southpaw",1.34,0.47,6.85,0.22,2.51,0.5,1,0,"http://fightmetric.com/fighter-details/3795fca327cbcf23"
"Fabio","Mello",NA,"8-6-0",8,6,0,65,155,NA,"Southpaw",0.86,0.35,3.94,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/8a028648f3f0761d"
"Marcelo","Mello",NA,"1-0-0",1,0,0,67,170,NA,"Southpaw",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/672ef06fd9f41f7d"
"Gilbert","Melendez","El Nino","22-6-0",22,6,0,69,155,73,"Orthodox",3.58,0.33,2.18,0.65,1.78,0.42,0.71,0.2,"http://fightmetric.com/fighter-details/aa5b4eff51bdc7d1"
"Brandon","Melendez","The Murderer","26-21-0",26,21,0,71,155,NA,"Southpaw",0.84,0.26,0.56,0.63,0,0,0.25,0,"http://fightmetric.com/fighter-details/2b06b6ad5db63348"
"Brian","Melancon",NA,"7-3-0",7,3,0,68,170,72,"Orthodox",4.18,0.49,3.64,0.64,2.02,1,0.66,0,"http://fightmetric.com/fighter-details/eee7dafac7d672b5"
"Bryce","Mejia",NA,"3-1-0",3,1,0,73,170,NA,NA,3.49,0.62,6.98,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/6eae26c44e505775"
"Jordan","Mein","Young Gun","29-11-0",29,11,0,72,170,73,"Orthodox",3.91,0.44,2.97,0.7,1.18,0.7,0.6,0,"http://fightmetric.com/fighter-details/2aa49b3766a59bcd"
"Miika","Mehmet",NA,"3-4-0",3,4,0,NA,205,NA,"Orthodox",0.33,0.12,7.29,0.24,0,0,0,0,"http://fightmetric.com/fighter-details/41dca66f9dadfc86"
"Derrick","Mehmen","Caveman","12-4-0",12,4,0,76,205,NA,NA,1.93,0.14,4.53,0.48,1,0.16,0,0,"http://fightmetric.com/fighter-details/6c7dafd03b6cc3f8"
"Frank","Megallon",NA,"2-3-0",2,3,0,70,185,NA,"Southpaw",1.14,0.21,5.32,0.54,0,0,0,0,"http://fightmetric.com/fighter-details/c0a93b52096b7682"
"Gerald","Meerschaert","GM3","26-8-0",26,8,0,73,185,77,"Southpaw",2.95,0.42,1.39,0.71,0,0,0,5.2,"http://fightmetric.com/fighter-details/6ac9bc2953c47345"
"Jason","Medina",NA,"21-13-1",21,13,1,69,180,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/f53fb9d9e57cc38e"
"Todd","Medina","El Tiburon","11-9-0",11,9,0,70,193,NA,"Southpaw",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/b60391da771deefe"
"Kaline","Medeiros","The Dark Angel","5-4-0",5,4,0,63,115,NA,NA,2.06,0.7,0.29,0.83,4.41,1,0,4.4,"http://fightmetric.com/fighter-details/263af068bd986548"
"Anistavio","Medeiros","Gasparzinho","15-8-0",15,8,0,66,145,NA,"Orthodox",3.64,0.44,5,0.47,0,0,0,0,"http://fightmetric.com/fighter-details/2937cb502dda0808"
"Yancy","Medeiros","The Kid","13-4-0",13,4,0,70,155,75,"Orthodox",4.01,0.34,4.88,0.49,0,0,0.86,0.8,"http://fightmetric.com/fighter-details/813550bc53b15fb0"
"Tim","Means","The Dirty Bird","26-8-1",26,8,1,74,170,75,"Orthodox",4.18,0.46,2.76,0.63,0.88,0.47,0.59,0.2,"http://fightmetric.com/fighter-details/4b47e71384a9522f"
"Daniel","McWilliams","The Animal","9-19-0",9,19,0,73,185,NA,NA,3.36,0.77,0,0,0,0,1,21.6,"http://fightmetric.com/fighter-details/7b03d9df5910917d"
"Charles","McTorry",NA,"2-0-0",2,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/acd8a53f7c0ce85e"
"James","McSweeney","The Hammer","6-9-0",6,9,0,76,230,77,"Switch",3.94,0.55,4.33,0.42,0.52,0.33,1,1.1,"http://fightmetric.com/fighter-details/cac08b8685387ca5"
"Sara","McMann",NA,"11-3-0",11,3,0,66,135,66,"Orthodox",2.41,0.45,2.03,0.49,5,0.7,1,0.6,"http://fightmetric.com/fighter-details/7be74a12d7352df2"
"Garreth","McLellan","Soldier Boy","13-6-0",13,6,0,73,185,72,"Southpaw",3.56,0.54,2.94,0.45,1.15,0.22,0.34,0.9,"http://fightmetric.com/fighter-details/f215cfbd4ba3c270"
"Jason","McLean",NA,"6-4-0",6,4,0,65,145,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/8336d7a85ce45481"
"Brian","McLaughlin",NA,"6-2-0",6,2,0,69,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/6488729da7ac1c79"
"Cody","McKenzie",NA,"14-4-0",14,4,0,72,155,72,"Switch",1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,"http://fightmetric.com/fighter-details/7be63795363029e8"
"Tim","McKenzie",NA,"13-8-0",13,8,0,72,185,74,"Orthodox",1.37,0.54,2.96,0.44,0,0,0.28,2.1,"http://fightmetric.com/fighter-details/9ca265dfe8323db3"
"AJ","McKee","Mercenary","3-0-0",3,0,0,70,145,NA,NA,2.75,0.32,0.92,0.8,11.01,1,1,11,"http://fightmetric.com/fighter-details/f3ec0214794a699e"
"Antonio","McKee","Mandingo","26-5-2",26,5,2,68,155,NA,"Southpaw",1.37,0.45,0.74,0.74,1.47,0.33,0.57,0,"http://fightmetric.com/fighter-details/3414b50b08a10600"
"Greg","McIntyre",NA,"6-4-0",6,4,0,70,155,NA,"Orthodox",0.79,0.3,1.36,0.41,5.09,0.5,0,0,"http://fightmetric.com/fighter-details/00a905a4a4a2b071"
"Conor","McGregor","The Notorious","21-3-0",21,3,0,69,170,74,"Southpaw",5.82,0.47,4.55,0.57,0.92,0.62,0.73,0,"http://fightmetric.com/fighter-details/f4c49976c75c5ab2"
"Jack","McGlaughlin",NA,"1-4-0",1,4,0,NA,NA,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/237187ed9f419285"
"Ryan","McGivern",NA,"13-7-0",13,7,0,72,185,NA,"Orthodox",2.22,0.29,2.22,0.57,0,0,0,0,"http://fightmetric.com/fighter-details/856ec65948b7d234"
"Ryan","McGillivray","The Kid","11-5-1",11,5,1,71,170,NA,NA,1.27,0.2,2.2,0.52,0,0,0.44,0,"http://fightmetric.com/fighter-details/1f9c371c93dfd3a9"
"Court","McGee","The Crusher","19-6-0",19,6,0,71,170,75,"Orthodox",4.9,0.36,3.42,0.62,2.17,0.27,0.7,0.6,"http://fightmetric.com/fighter-details/523fa774700d7d3f"
"Gan","McGee","The Giant","13-5-0",13,5,0,82,265,NA,"Orthodox",2.2,0.29,2.31,0.59,0.65,0.25,0.83,0,"http://fightmetric.com/fighter-details/d90b630e0561818b"
"Liam","McGeary",NA,"11-0-0",11,0,0,78,205,NA,NA,1.28,0.48,1.92,0.5,0.51,1,0,2.5,"http://fightmetric.com/fighter-details/e4e0993befecdaf8"
"Drew","McFedries","The Massacre","10-6-0",10,6,0,72,185,72,"Southpaw",5.13,0.51,4.56,0.52,1.42,1,0.56,0.7,"http://fightmetric.com/fighter-details/1fd4fbdcc67de844"
"Justin","McElfresh",NA,"6-4-0",6,4,0,78,205,NA,"Orthodox",4.59,0.26,12.79,0.41,0,0,0,0,"http://fightmetric.com/fighter-details/49c29e57d4e2be6f"
"Miles","McDonald",NA,"1-1-0",1,1,0,67,115,NA,NA,5.1,0.45,4,0.43,0,0,1,1,"http://fightmetric.com/fighter-details/a3f8356ace5e3eb5"
"Josh","McDonald",NA,"8-4-0",8,4,0,NA,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/b507a76087e3ed9f"
"Michael","McDonald","Mayday","17-4-0",17,4,0,69,135,70,"Orthodox",2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,"http://fightmetric.com/fighter-details/d0314416a7f26527"
"Scott","McDonald",NA,"1-0-0",1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/08ae3100bf2100ed"
"Michael","McDonald","The Black Sniper","1-1-0",1,1,0,71,205,NA,"Orthodox",0,0,0.4,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/d52ef694108f8235"
"Bubba","McDaniel","The Menace","21-8-0",21,8,0,75,185,75,"Southpaw",1.64,0.44,1.98,0.56,0.93,0.5,0.5,1.4,"http://fightmetric.com/fighter-details/5cafbc97dba2e797"
"Justin","McCully","The Insane One","10-5-2",10,5,2,73,225,73,"Orthodox",1.58,0.37,2.02,0.46,1.28,0.44,0.43,0,"http://fightmetric.com/fighter-details/75f871836d41f90f"
"Rob","McCullough","Razor","19-8-0",19,8,0,69,155,69,"Orthodox",2.47,0.36,2.84,0.59,0.46,1,0.68,0,"http://fightmetric.com/fighter-details/11e3fd7546359fc5"
"Tamdan","McCrory","The Barncat","14-5-0",14,5,0,76,185,78,"Switch",2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,"http://fightmetric.com/fighter-details/eff47295daf721a6"
"Kris","McCray","Savage","6-3-0",6,3,0,72,170,76,"Orthodox",2.69,0.45,2.57,0.54,2.88,0.55,0.38,0,"http://fightmetric.com/fighter-details/baed16f18348908e"
"Sean","McCorkle",NA,"13-2-0",13,2,0,79,265,81,"Orthodox",0.85,0.44,2.48,0.52,2.12,0.4,0.33,4.2,"http://fightmetric.com/fighter-details/008dc37cca279def"
"Charles","McCarthy","Chainsaw","10-5-0",10,5,0,70,185,71,"Orthodox",0.18,0.12,4.03,0.56,2.67,0.6,0,2.7,"http://fightmetric.com/fighter-details/da97d6c97d09c030"
"Ian","McCall","Uncle Creepy","13-5-1",13,5,1,65,125,64,"Orthodox",3.59,0.39,3.25,0.67,2.08,0.3,0.88,0,"http://fightmetric.com/fighter-details/701e057d63c124d9"
"Michael","McBride",NA,"8-2-0",8,2,0,73,155,75,"Orthodox",1.72,0.51,4.09,0.24,0,0,0.16,0,"http://fightmetric.com/fighter-details/443f60bec7c3c3d5"
"Bobby","McAndrews",NA,"1-3-0",1,3,0,NA,NA,NA,"Orthodox",2.56,0.83,1.03,0.5,0,0,0.33,7.7,"http://fightmetric.com/fighter-details/ef6f45095119d416"
"Scott","McAfee",NA,"10-4-0",10,4,0,68,155,NA,"Orthodox",0,0,1.33,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/7e7d81bf162a5ec1"
"Gina","Mazany","Danger","4-1-0",4,1,0,66,135,68,"Southpaw",0,0,5.68,0.5,0,0,0,0,"http://fightmetric.com/fighter-details/016a8d958883167c"
"Brooke","Mayo","The Bully","0-1-0",0,1,0,67,125,NA,NA,1.92,0.34,3.2,0.63,3.2,0.6,0,2.1,"http://fightmetric.com/fighter-details/1b41c21d947d6f2f"
"Gray","Maynard",NA,"13-7-1",13,7,1,69,145,70,"Orthodox",1.97,0.31,2.53,0.69,2.48,0.41,0.83,0.6,"http://fightmetric.com/fighter-details/7d96bc577e5178b2"
"Jack","May","The Outlaw","7-2-0",7,2,0,80,255,79,"Switch",1.52,0.38,3.29,0.33,0.91,0.33,0.2,0,"http://fightmetric.com/fighter-details/2c6e81426dd7573c"
"Jeremy","May",NA,"9-8-0",9,8,0,73,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/c32fdfe75cda5b22"
"Elaina","Maxwell","Beef","6-4-0",6,4,0,68,145,NA,"Orthodox",2.07,0.6,2.4,0.53,0,0,0.5,1,"http://fightmetric.com/fighter-details/a16ce18149021139"
"Vladimir","Matyushenko","The Janitor","26-7-0",26,7,0,72,205,74,"Orthodox",1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,"http://fightmetric.com/fighter-details/ccdd90bd1fc7dab6"
"Francesco","Maturi",NA,"0-1-0",0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/d3b5ad3b15a64a18"
"John","Matua",NA,"1-4-0",1,4,0,74,400,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/c933d423ebdbbbdb"
"Claudio","Mattos","Popeye","5-4-0",5,4,0,NA,185,NA,"Orthodox",0,0,3.53,0,0,0,0,0,"http://fightmetric.com/fighter-details/6e2b1d631832921d"
"Jake","Matthews","The Celtic Kid","11-3-0",11,3,0,69,155,72,"Orthodox",3.12,0.46,2.11,0.52,2.18,0.4,0.66,0.9,"http://fightmetric.com/fighter-details/a845f0735bc67405"
"AJ","Matthews",NA,"6-1-0",6,1,0,71,185,NA,NA,5.11,0.52,4.96,0.51,0,0,1,0,"http://fightmetric.com/fighter-details/18e4f61f16f458c6"
"Naoki","Matsushita",NA,"12-15-11",12,15,11,66,155,NA,"Orthodox",3.3,0.32,2.2,0.63,1.5,1,0,0,"http://fightmetric.com/fighter-details/990060b2a68a7b82"
"Koichiro","Matsumoto",NA,"15-3-1",15,3,1,67,145,NA,NA,1.9,0.26,3.5,0.31,0,0,0,0,"http://fightmetric.com/fighter-details/2fb6f197d1fbc779"
"Daijiro","Matsui",NA,"12-24-5",12,24,5,69,200,NA,"Orthodox",0.84,0.45,1.69,0.55,1.83,0.3,0.43,0.4,"http://fightmetric.com/fighter-details/cd42bbe8887bba90"
"Tateki","Matsuda","Tech","10-7-0",10,7,0,67,125,65,"Orthodox",3.2,0.34,3.43,0.69,0,0,0.16,0,"http://fightmetric.com/fighter-details/3a524c6700addc24"
"Jorge","Masvidal","Gamebred","32-11-0",32,11,0,71,170,74,"Orthodox",4.32,0.47,2.94,0.68,1.93,0.61,0.79,0.5,"http://fightmetric.com/fighter-details/47b9e0e7703a4868"
"Jameel","Massouh",NA,"26-9-0",26,9,0,70,145,72,"Orthodox",1.91,0.54,2.62,0.55,0.67,0.15,0.5,0.7,"http://fightmetric.com/fighter-details/883922e5cd6d8473"
"Mike","Massenzio","The Master of Disaster","13-6-0",13,6,0,74,185,73,"Southpaw",2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,"http://fightmetric.com/fighter-details/5b2d7906aa894274"
"Shoji","Maruyama",NA,"10-7-1",10,7,1,67,139,NA,"Orthodox",1.4,0.63,0.27,0.55,0,0,0.54,0,"http://fightmetric.com/fighter-details/c046100aea0dba9a"
"Bristol","Marunde",NA,"12-9-0",12,9,0,73,170,71,"Orthodox",1.42,0.21,4.4,0.47,1.6,0.33,0.14,0,"http://fightmetric.com/fighter-details/a17322f99ddfd8e9"
"Max","Martyniouk","Payne","1-1-0",1,1,0,NA,155,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/69d3fa376ff2595e"
"Lucas","Martins","Mineiro","16-3-0",16,3,0,72,145,72,"Southpaw",2.87,0.35,4.14,0.6,0,0,0.76,0.5,"http://fightmetric.com/fighter-details/7413b80dbb0f8f9f"
"Adriano","Martins",NA,"28-8-0",28,8,0,70,155,72,"Southpaw",1.85,0.37,2.09,0.66,0.97,0.8,0.81,0.2,"http://fightmetric.com/fighter-details/7dcf06c1967801c1"
"Wagner da Conceicao","Martins","Zuluzinho","8-7-0",8,7,0,79,390,NA,"Orthodox",1.91,0.37,5.43,0.42,2.2,1,1,0,"http://fightmetric.com/fighter-details/563d051c9e769b24"
"Henry","Martinez","Sicario","9-3-0",9,3,0,67,155,68,"Southpaw",2.79,0.25,4.01,0.6,0,0,0.8,0,"http://fightmetric.com/fighter-details/76729a829623e266"
"Alonzo","Martinez","Zo Diddy","35-16-1",35,16,1,70,155,NA,NA,3.07,0.27,7.33,0.52,0,0,0,0,"http://fightmetric.com/fighter-details/feffee4fc6da3aa3"
"Danny","Martinez","The Gremlin","18-7-0",18,7,0,66,125,67,"Orthodox",2.73,0.28,3.77,0.63,3,0.45,0.36,0,"http://fightmetric.com/fighter-details/8a9c6c4301f6d088"
"Rainy","Martinez",NA,"0-2-0",0,2,0,72,199,NA,"Orthodox",0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/577ec7e108b94be3"
"Tony","Martin",NA,"11-3-0",11,3,0,72,155,73,"Orthodox",2.32,0.42,2.89,0.49,1.66,0.24,0.5,1.2,"http://fightmetric.com/fighter-details/5331b25a60417ffb"
"Joe","Martin",NA,"6-8-0",6,8,0,69,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/325550dab63fb25a"
"Dave","Martin",NA,"0-2-0",0,2,0,72,205,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/92c96df8bdab5fea"
"Justin","Martin",NA,"4-3-0",4,3,0,72,185,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/3da19339ee7051d5"
"Eric","Martin",NA,"0-1-0",0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/abbc4fc02e0d84b3"
"Terry","Martin",NA,"22-9-0",22,9,0,68,185,71,"Orthodox",2.68,0.41,3.26,0.53,3.01,0.4,0.92,0,"http://fightmetric.com/fighter-details/6a92caba39b64752"
"Jack","Marshman","Hammer","21-6-0",21,6,0,72,185,73,"Orthodox",3,0.35,3.93,0.59,0,0,0.2,0,"http://fightmetric.com/fighter-details/045f25b3a4c08e81"
"David","Marshall",NA,"8-3-0",8,3,0,74,170,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/0a2813f89a758ff7"
"Doug","Marshall","The Rhino","13-5-0",13,5,0,70,205,NA,"Orthodox",7.97,0.51,6.29,0.61,0,0,0,6.3,"http://fightmetric.com/fighter-details/0c1773639c795466"
"Eliot","Marshall","Fire","10-4-0",10,4,0,74,205,77,"Orthodox",1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9,"http://fightmetric.com/fighter-details/a08d909a5be6f410"
"CJ","Marsh",NA,"3-1-0",3,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/4c91eb190d5e0dd9"
"John","Marsh",NA,"8-7-0",8,7,0,72,265,NA,"Orthodox",0.83,0.42,2.23,0.4,0.43,1,0.54,0.4,"http://fightmetric.com/fighter-details/b6b12014698cc345"
"Cesar","Marscucci",NA,"2-2-0",2,2,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"http://fightmetric.com/fighter-details/e8efeb9cf33b1941"
"Carmelo","Marrero","The Fury","14-5-0",14,5,0,72,205,73,"Orthodox",0.84,0.34,2.04,0.54,3.21,0.36,0.36,0.9,"http://fightmetric.com/fighter-details/aa03a3ca00ac6827"
"Nate","Marquardt","The Great","38-17-2",38,17,2,72,185,74,"Orthodox",2.67,0.49,2.27,0.56,2.03,0.53,0.72,1,"http://fightmetric.com/fighter-details/a8e6a69796280f17"
"Randa","Markos","Quiet Storm","7-5-0",7,5,0,64,115,63,NA,3.08,0.39,3.32,0.64,1.13,0.27,0.54,0.4,"http://fightmetric.com/fighter-details/4a57ebb14315b251"
"Rory","Markham",NA,"16-6-0",16,6,0,72,170,71,"Orthodox",1.98,0.21,10.27,0.45,0,0,0,0,"http://fightmetric.com/fighter-details/23a16ebe733e3041"
"Ronny","Markes",NA,"14-3-0",14,3,0,73,185,75,"Orthodox",2.17,0.53,2.43,0.45,3.13,0.4,1,0.5,"http://fightmetric.com/fighter-details/bd21a1e3d41c97ee"
